name,transcription,meaning,gender,language
Ekweanya,-,unknown,-,igbo
Ekpe,-,unknown,-,igbo
Ekeoha,/Eke-ọha/,One made for the people.,m,igbo
Ekeocha,/Eke-ọcha/,unknown,m,igbo
Ekengwu,/Eke-ngwu/,Creation,m/f,igbo
Ekeoma,/Eke-ọma/,Good Creation.,f,igbo
Ekezie,/Ekezie/,To apportion (something) fairly,To apportion (something) fairly ,igbo
Ekenna,/Eke-nna/,The Father's creation.,m,igbo
Ekeneme,/Eke-na-eme/,1,m,igbo
Ekemma,/Eke-mma/,A beautiful creation,f,igbo
Ekenedilichukwu,/Ekene-dịlị-chukwu/,Gratitude to God,m/f,igbo
Ekejindu,/Eke-ji-ndụ/,Creation holds life,f,igbo
Ekeh,/Eke/,unknown,-,igbo
Ekene,/Ekene/,Gratitude,m/f,igbo
Ekeke,/Eke-eke/,A creation on,m,igbo
Ekemezie,/Eke-emezie/,Eke, has remedied (a situation),igbo
Ekejimma,/Eke-ji-mma/,Creation holds all good things,f,igbo
Eke,/Ékè/,Creation,m,igbo
Chukwuemerie,/Chukwu-emerie/,God has become victorious,m,igbo
Chukwuebuka,/Chukwu-ebuka/,God is great,m,igbo
Chukwudi,/Chukwu-dị/,God is; God lives; God exists,m,igbo
Ekechi,/Eke-Chi/,God's creation,m,igbo
Chukwudebelu,/Chukwu-debelụ/,God kept or preserved (me),m,igbo
Chukwuemeka,/Chukwu-emeka/,God did so well,m,igbo
Ekedum,/Eke-dum/,May,m,igbo
Chukudebelu,,unknown,-,igbo
Chudi,/Chụdị/,unknown,m,igbo
Chukwudalu,/Chukwu-daalụ/,"God, thanks for what you has done.",m,igbo
Chukwu,/Chi-Ukwu/,The Great,m,igbo
Chukwubuike,/Chukwu-bụ-ike/,God is (my) strength.,m,igbo
Chuka,/Chu-ka/,unknown,m,igbo
Chude,/Chi-ude/,The God of fame.,m,igbo
Chuba,/Chi-uba/,God of prosperity/abundance.,m,igbo
Chizaram,/Chi-zara-m/,God answered me,m/f,igbo
Chiwetalu,/Chi-wetalụ/,One or a thing that has come from God.,God brough,igbo
Chizitelu,/Chi-zitelụ/,God Sent.,f,igbo
Chizitara,/Chi-zitara/,God sent,f,igbo
Chizitere,/Chi-zi-tere/,God sent,f,igbo
Chito,/Chi-to/,May God uplift me.,m,igbo
Chizoba,/Chi-zọba/,May God continue to save us,f,igbo
Chisom,/Chi-so-m/,God is with me,f,igbo
Chisimdi,/Chí-sị̀-mụ́-dị̀/,God said I should be,m/f,igbo
Chiobi,/Chi-obi/,The god of the,m,igbo
Ikpe,/Ikpe/,Judgment,m,igbo
Ikokwu,/Ike-okwu/,unknown,-,igbo
Chioma,/Chi-ọma/,Good or favourable,f,igbo
Ikerionwu,/Ike-erie-ọnwụ/,unknown,m,igbo
Ikoku,-,unknown,-,igbo
Ikeotuonye,/Ike-otu-onye/,The power of a single individual,m,igbo
Ikeokpara,/Ike-ọkpara/,The strength of the first male child,m,igbo
Ikenga,/Ike-nga/,"A personal/family god of independence, industry and enterprise",m,igbo
Ikemerionwu,/Ike-emerịgo-ọnwụ/,Strength has overcome death.,m,igbo
Ikeogu,/Ike-ọgụ/,Strength for Fights/battles.,m,igbo
Ikeora,/Ike-ọra/,The strength of the people.,m,igbo
Ikemefuna,/Ike-m-efuna/,May I not lose my strength,m,igbo
Ikenna,/Ike-nna/,The strength of the father,m,igbo
Ikeokwu,/Ike-okwu/,The power of words,m,igbo
Ikemba,/Ike-mba/,The combined power or strength of the community,m,igbo
Ikeme,/Ike-eme/,Physical strength does not suffice.,m,igbo
Ikem,/Ike-m/,My Strength,m,igbo
Ikechukwu,/Ike-chukwu/,God's power,m,igbo
Ikelionwu,/Ike-eli-onwụ/,Strength cannot overcome death,m,igbo
Ikeanyi,/Ike-anyị/,Our strength,m,igbo
Ikedigwe,/Ike-di-igwe/,Strength that is plentiful,m,igbo
Ikeakaghichi,/Ike-akaghị-chi/,(human) Strength is not greater than one's,m,igbo
Ijeoma,/Ije-ọma/,Good journey,f,igbo
Ike,/Ike/,Power; Strength,m,igbo
Abumnkechukwu,/Ábụ-m-nké-chúkwú/,I am God's own,m/f,igbo
Ikeagwuonwu,/Ike-agwụ-ọnwụ/,Death never tires.,m,igbo
Ijemma,/Ije-mma/,A beautiful journey,f,igbo
Achigbu,/Achígbú/,Do not misrule,m,igbo
Achebe,/Achebe/,unknown,m,igbo
Abuchi,/Abụ́ghị́-chí/,Not God,m,igbo
Abanime,-,unknown,-,igbo
Ejikeme,/E-ji-ike-eme/,Do we prevail in life by strength?,m,igbo
Abana,-,unknown,-,igbo
Abanihe,-,unknown,-,igbo
Abah,-,unknown,-,igbo
Ejiogu,-,unknown,-,igbo
Ejiofor,/E-ji-ọfọ/,One who acts in good faith.,m,igbo
Ejimakor,/E-ji-m-akọ/,I hold (in my hands) wisdom,m,igbo
Ejezie,/Ejezie/,A successful journey or visit,m,igbo
Ejike,/Eji-ike/,unknown,m,igbo
Egwuonwu,/Egwu-ọnwụ/,The fear of death,m,igbo
Egwuim,-,unknown,-,igbo
Egonu,/Ege-ọnụ/,To not listen to (mischievous/slanderous) words,m,igbo
Ejekwo,-,unknown,-,igbo
Ejidike,-,unknown,-,igbo
Egwu,/Egwu/,Fear,m,igbo
Egbunonu,/Egbune-ọnụ/,Do not smite the mouth,m,igbo
Egboka,/Egboka/,unknown,m,igbo
Egbune,/Egbune/,Do not kill,m,igbo
Egbuawa,-,unknown,-,igbo
Egerue,-,unknown,-,igbo
Egbogah,/Egboo-ogaa/,Progress is only possible after resolution of differences,m,igbo
Egemba,/Ege-mba/,To not listen to the community/nation.,m,igbo
Egbosi,-,unknown,-,igbo
Efobi,/Efo-obi/,The memory of the heart,m,igbo
Edochie,/Edochịe/,To Replace; It has been replaced; One who is seen as replacement for something taken or lost,m,igbo
Edeh,-,unknown,-,igbo
Edewor,-,unknown,-,igbo
Echezona,/Echezọna/,Do not forget.,m,igbo
Echetebu,-,unknown,-,igbo
Chinyelugo,/Chi-nyelụ-ugo/,God granted honour/excellence,m,igbo
Chinyeaka,/Chi-nye-aka/,May God grant me help,f,igbo
Chinwuko,/Chi-nwe-uko/,God has all loftiness.,m,igbo
Chinwike,/Chi-nwe-ike/,unknown,m,igbo
Chinwuba,/Chi-nwe-ụba/,God owns prosperity,m,igbo
Chinweokwu,/Chi-nwe-okwu/,,God will adjudicate on (the) case,igbo
Chinweoke,/Chi-nwe-oke/,It is God who creates/apportions.,f,igbo
Chinwendu,/Chi-nwe-ndụ/,God owns life,f,igbo
Chinweikpe,/Chi-nwe-ikpe/,God will judge.,m,igbo
Chinweike,/Chi-nwe-ike/,God is Powerful,m,igbo
Chinwe,/Chi-nwe/,God owns,f,igbo
Chinualumogu,/Chi-nualu-m-ọgụ/,May my,m,igbo
Chinua,/Chinụa/,unknown,m,igbo
Chinonye,/Chi-nonye/,May God be by me.,f,igbo
Chinonso,/Chi-nọ-nso/,God is within reach,m,igbo
Chinomso,/Chi-nọ-m-nso/,God is within my reach,m,igbo
Chineze,/Chi-na-eze/,God protects﻿,m/f,igbo
Chinenye,/Chi-na-enye/,God gives.,f,igbo
Chinemezu,/Chi-na-emezu/,God fulfills (all promises).,m,igbo
Chinemelum,/Chi-na-emelu-m/,God does (good) things for me,m,igbo
Chinelo,/Chi-na-elo/,God plans (for me),f,igbo
Chinekwu,/Chi-na-ekwu/,God speaks (for me),m,igbo
Chinemerem,/Chi-na-emere-m/,God does (good) things for me,m,igbo
Chineke,/Chi-na-eke/,unknown,Chi who creates or Chi the creator,igbo
Chinedu,/Chi-na-edu/,God leads (me),m,igbo
Ijeamaka,/Ije-amaka/,The journey was beautiful/fruitful,f,igbo
Ijeawele,/Íjè-áwéle/,"Easy, fruitful, journey",f,igbo
Ihuoma,/Ihu-ọma/,Good face,f,igbo
Chinecherem,/Chi-na-echere-m/,God worries on my behalf,m/f,igbo
Iheukwumere,/Ihe-ukwu-mere/,A great thing happened,m,igbo
Ihuaku,/Ihu-akụ/,The face of wealth,f,igbo
Iheukwu,/Ihe-ukwu/,A great thing,m,igbo
Iheoma,/Ihe-ọma/,Good Thing(s),f,igbo
Iheme,/Ihe-eme/,unknown,m,igbo
Ihediora,/Ihe-dị-ọra/,unknown,m,igbo
Ihechikara,/Ihe-chi-kara/,What God purposed to be,m/f,igbo
Ihejirika,/Ihe-ejiri-ka/,Someone or thing by which we surpass the others,m,igbo
Ihedioha,/Ihe-dị-ọha/,Whatever or a thing that pleases the people.,m,igbo
Ihebuzor,/Ihe-bu-ụzọ/,Something or one that leads the way. Something that comes first.,m/f,igbo
Iheanacho,/Ihe-a-na-achọ/,The thing(s) we sought,m,igbo
Igweze,/Igwe-eze/,A multitude of kings/nobility,m,igbo
Igwenyi,/Igwe-enyị/,A herd of elephants,m,igbo
Igweneme,/Igwe-na-eme/,We achieve more as a collective, Multitude causes things to happen.,igbo
Igwekamma,/Igwe-ka-mma/,A multitude is better,m,igbo
Igwenagu,/Igwe-na-agụ/,One desiring a multitude,m,igbo
Igwegbe,/Igwe-egbe/,A flock of hawks,m,igbo
Igwedimma,/Igwe-dị-mma/,A multitude is desirable,m,igbo
Igwedibia,/Igwe-dibia/,A crowd/multitude/colony of traditional medicine men,m,igbo
Igwebuike,/Igwe-bu-ike/,Strength abides in the multitude.,m,igbo
Igweagu,/Igwe-agụ/,A pack of Leopards.,m,igbo
Igwe,/Ígwē/,Heaven or sky,m,igbo
Echele,-,unknown,-,igbo
Echefu,/Echefu/,Unforgettable.,m,igbo
Echeruo,-,unknown,-,igbo
Echeazu,/Eche-azu/,To reflect on the past,m,igbo
Ebuka,/Ebuka/,unknown,m,igbo
Ebubedike,/Ebube-dike/,The glory of a warrior or someone of great accomplishment,m,igbo
Ebube,/Ebube/,Glory,m/f,igbo
Ebogha,-,unknown,-,igbo
Ebere,/Ebere/,Mercy,f,igbo
Ebelechukwu,/Ebele-chukwu/,God's Mercy.,f,igbo
Ebele,/Ebele/,Mercy,f,igbo
Chinazor,/Chi-na-azọ/,God saves,f,igbo
Chinasaramokwu,/Chi-na-asara-m-okwu/,God replies my accusers,f,igbo
Chimuanya,/Chi-mu-anya/,God is awake,m/f,igbo
Chinagorom,/Chi-na-agọrọ-m/,God defends or absolves me of wrong doing in a case,m/f,igbo
Chimhaziri,/Chi-m-ghaziri/,My God set everything in order,m/f,igbo
Chimkaririfa,/Chi-m-karịrị-ịfe'a/,My God is above this very situation.,m/f,igbo
Chimnoya,/Chi-m-nọ-ya/,My God is present,f,igbo
Chinasa,/Chi-na-asa/,God replies,f,igbo
Chimpuruiche,/Chi-m-pụrụ-iche/,My God is unique,m/f,igbo
Chimezie,/Chi-mezie/,Let,m/f,igbo
Chimeremeze,/Chi-mere-m-eze/,God made me king,m,igbo
Chimelotagom,/Chi-m-elota-go-m/,My God has remembered me.,m,igbo
Chimdire,/Chi-m-di-ịre/,My God is omnipotent,m/f,igbo
Chimaroke,/Chi-mara-oke/,God who knows my portion,m,igbo
Chimdike,/Chim-dị-ike/,My God is powerful,m,igbo
Chimaobi,/Chi-ma-obi/,God Knows our hearts,m,igbo
Chime,/Chi-me/,God who does/did,m,igbo
Chimamanda,/Chi-m-aman-da/,My God will never fail,f,igbo
Chilotam,/Chi-lota-m/,May God remember me,m/f,igbo
Chikwado,/Chi-kwado/,May God support me,m/f,igbo
Chikwendu,/Chi-kwe-ndụ/,May God approve of life,m,igbo
Chikwelu,/Chi-kwelụ/,God is worthy/deserving,m,igbo
Chikwu,/Chikwu/,unknown,m,igbo
Chima,/Chi-ma/,God Knows,m,igbo
Chikwe,/Chi-kwe/,May,m,igbo
Igboanugo,/Igbo-anugo/,Igbos have heard,m,igbo
Igbonazobi,/Igbo-na-azọ-obi/,unknown,Igbos save the ,igbo
Igboeli,-,unknown,-,igbo
Igbojekwe,/Igbo-je-ekwe/,Igbo will approve/accept,m,igbo
Chikodili,/Chi-ka-odịlị/,unknown,f,igbo
Igboanu,/Igbo-anụ/,Igbos have heard,m,igbo
Ifunanya,/Ifu-na-anya/,Love,f,igbo
Ify,-,unknown,-,igbo
Ifeyinwa,/Ife-eyi-nwa/,Nothing can be compared to a child,f,igbo
Igboesorom,/Igbo-esoro-m/,The Igbos have followed me.,m,igbo
Igbamma,/Igba-mma/,Beautiful drum,f,igbo
Ifesinachi,/Ife-si-na-chi/,Things come from God,m/f,igbo
Ifesi,/Ife-si/,unknown,m/f,igbo
Igbokwe,/Igbo-kwe/,Let the Igbos agree,m,igbo
Ifemenam,/Ife-emena-m/,Nothing (no evil) should harm me,m/f,igbo
Ifeora,/Ife-ọra/,A people's heritage/inheritance/possession,m/f,igbo
Ifeoma,/ife-ọma/,Good Thing(s),f,igbo
Ifengwu,/Ife-ngwu/,possession,m/f,igbo
Ifenkili,/Ị́fé-nkílí/,A spectacle,f,igbo
Ifenna,/Ife-nna/,light of the father.,m,igbo
Ifemesia,/Ife-emesị-a/,Something- an event- has ceased,m/f,igbo
Iferikigwe,/Ife-erike-igwe/,Things are numerous.,m/f,igbo
Ifekwunigwe,/Ife-kwụ-na-igwe/,One or a thing that stands in the sky,m,igbo
Ifejuka,/Ife-ju-ka/,May things come in full measure and run over,m,igbo
Ifemeludike,/Ífé-mélụ́-dìkē/,A thing that happened to the warrior,m,igbo
Ifekandu,/Ife-ka-ndụ/,Something greater than or beyond life or living,m,igbo
Chikemma,/Chi-ke-mma/,God made beauty.,f,igbo
Chikeluba,/Chi-kelu-uba/,God (who) created prosperity/abundance,m,igbo
Chikezie,/Chi-kezie/,May God grant our fair portion,m,igbo
Chikeluo,/Chi-keluo/,May God make his blessings reach me,m,igbo
Chikamjiaba,/Chi-ka-m-jị-aba/,"God, it is, by whom I prosper",m/f,igbo
Chikaodili,/Chi-ka-ọdịlị/,It is reserved or left for God (to intervene as he pleases),f,igbo
Chikelu,/Chi-kelu/,God (that) created,m,igbo
Chikauche,/Chi-ka-uche/,God is greater than (human) thoughts/will.,m/f,igbo
Chikaosolu,/Chi-ka-ọsọlụ/,It is God that it pleases (to grant me this blessing),m/f,igbo
Chikamso,/Chi-ka-m-so/,It is God that I follow.,m/f,igbo
Chikamnele,/Chi-ka-m-nele/,I look up to my God,m/f,igbo
Chike,/Chike/,God of power/strength.,m,igbo
Chijiaku,/Chi-ji-akụ/,God holds wealth,m,igbo
Chikaima,/Chi-ka-anyị-ma/,It is God we know.,m/f,igbo
Chijioke,/Chi-ji-oke/,God it is who creates/apportions.,m,igbo
Chikadibia,/Chi-ka-dibia/,unknown,m,igbo
Chijewelum,/Chi-jewe-lụ-m/,May God go for me,f,igbo
Chigozirim,/Chi-goziri-m/,God has blessed me,m/f,igbo
Chigozie,/Chi-gọzie/,God bless (my effort),m,igbo
Chijindu,/Chi-jị-ndụ/,God holds life,f,igbo
Chigbonkpa,/Chi-gboo-nkpa/,May God supply my needs,m,igbo
Chigbogu,/Chi-gboo-ọgụ/,May God resolve (the) dispute,m,igbo
Ifejika,/Ife-ejiri-ka/,Someone or thing by which we surpass the others,m,igbo
Chigaemezu,/Chi-ga-emezu/,God will fulfill,m/f,igbo
Chigbo,/Chi-gboo/,unknown,m,igbo
Chigbata,/Chi-gbata/,May God run quickly.,m,igbo
Ifedora,,unknown,-,igbo
Ifediora,/Ife-dị-ọra/,A thing that pleases the people.,m/f,igbo
Ifechukwu,/Ìfè-chukwu/,The light of God,m/f,igbo
Ifechi,/Ìfè-chi/,The light of God,m/f,igbo
Ifediba,/Ife-dịba/,"May things keep being- may wealth continue, may life continue",m,igbo
Ifechidere,/Ífé-chi-dere/,What God has written., f,igbo
Ifebuzor,/Ife-bu-ụzọ/,The thing that comes first. The source,m/f,igbo
Ifeatu,/Ife-atụ/,A shining light,m/f,igbo
Ifeanyichukwu,/Ife-anyirọ-chukwu/,Nothing is impossible to God,m,igbo
Ifebi,/Ife-bi/,A thing lives/exists,m,igbo
Ifeajekwu,/Ife-ajekwu/,What shall they say (now),m,igbo
Ifeakandu,/Ife-aka-ndụ/,Nothing is greater than life or living,m/f,igbo
Ifeakauche,/Ife-akaghị-uche/,Nothing surpasses good sense,m,igbo
Ifeajuna,/Ife-ajụna/,Nothing should refuse/reject (my overtures),m,igbo
Ifeabunike,/Ife-abụghị-na-ike/,Nothing comes by strength,m,igbo
Ifeanyi,/Ife-anyị/,Nothing is impossible,m,igbo
Idinakachukwu,/Ịdị-na-aka-chukwu/,You are in God's hands,m/f,igbo
Idiko,-,unknown,-,igbo
Ibezim,/Ibe-ezi-m/,My peers have shown me,m,igbo
Ide,-,unknown,-,igbo
Ichetam,/Ị-cheta-m/,You have remembered me,m/f,igbo
Icheke,-,unknown,-,igbo
Ibezimako,/Ibe-ezi-m-akọ/,unknown,My peers have shown me or taught me to be wise,igbo
Idika,-,unknown,-,igbo
Chife,/Chi-ịfe/,God of light; God who brings light,m,igbo
Chienyem,/Chi-enye-m/,God has given me,f,igbo
Chiemezie,/Chi-emezie/,Chi has remedied (a situation),m,igbo
Chielozonam,/Chi-elozona-m/,May God never forget me,m/f,igbo
Chielotam,/Chi-elota-m/,God has remembered me,m/f,igbo
Chieka,-,unknown,-,igbo
Chiegboka,/Chi-egboka/,God made timely provision,m,igbo
Chiemelie,/Chi-emelie/,God has won,m,igbo
Chiekezie,/Chi-ekezie/,God has apportioned fairly or,m,igbo
Chiedozie,/Chi-edozie/,God has repaired/mend a situation,m/f,igbo
Chiedego,/Chi-edego/,God has written it,m,igbo
Chidozie,/Chi-dozie/,May God mend/repair (something),m,igbo
Chidolue,/Chi-do-lue/,May God keep me till the end.,m,igbo
Chidire,/Chi-di-ire/,God is omnipotent,m/f,igbo
Chidimma,/Chi-di-mma/,God is good,f,igbo
Chidubem,/Chi-dube-m/,May God lead me,m,igbo
Chidiogo,/Chi-di-ọgọ/,God favours,f,igbo
Chidumeje,/Chi-du-m-eje/,God is leading me in his journey,m,igbo
Ibeto,/Ibe-eto/,My peers have uplifted (me),m,igbo
Ibeaso,-,unknown,-,igbo
Ibenye,/Ibe-enye/,unknown,m/f,igbo
Ibekwe,/Ibe-kwe/,May my peers be agreeable or approve,m,igbo
Ibeka,/Ibe-ka/,My kith/peers are more formidable,m,igbo
Ibegbunam,/Ibe-egbuna-m/,May (my) peers not kill me,m,igbo
Ibeakor,/Ibe-akọ/,May I never run out of kiths/peers,m,igbo
Ibeagwu,/Ibe-agwụ/,Peers/Kith are never in short supply.,m,igbo
Chidiebere,/Chi-dị-ebere/,God is merciful,m/f,igbo
Ibeabuchi,/Ibe-abụrọ-Chi/,My peers/kith are not God,m,igbo
Ibe,/Ibe/,Peers or Kith,m,igbo
Chidiebube,/Chi-dị-ebube/,unknown,God is glorious,igbo
Chidiebele,/Chi-dị-ebele/,God is merciful,m/f,igbo
Chidiadi,/Chi-dị-adị/,God certainly is.,m,igbo
Chidi,/Chi-dị/,unknown,m,igbo
Chideziri,/Chi-deziri/,God rewrote for good,m/f,igbo
Chidebem,/Chi-debe-m/,May God keep me.,m,igbo
Chibuzor,/Chi-bụ-ụzọ/,God leads the way,m/f,igbo
Chidera,/Chi-deraa/,Once God has written,m/f,igbo
Chichetam,/Chi-cheta-m/,God remember me,m/f,igbo
Chidebelu,/Chi-debelu/,God kept or preserved (me),m,igbo
Chidebe,/Chi-debe/,May God keep/preserve,m,igbo
Chidalu,/Chi-daalụ/,"God, thanks for what you have done",f,igbo
Chibundu,/Chi-bụ-ndụ/,God is life,m/f,igbo
Chibundom,/Chi-bu-ndo-m/,God is my shade/canopy.,m/f,igbo
Chibuike,/Chi-bụ-ike/,God is (my) strength,m,igbo
Chibuihe,/Chi-bụ-ihe/,God is light,m,igbo
Chibuifem,/Chi-bụ-ịfem/,God is my light,m/f,igbo
Chibueze,/Chi-bụ-eze/,God is King.,m,igbo
Chibuife,/Chi-bụ-ịfe/,God is light,m/f,igbo
Chibudom,/Chi-bụ-udo-m/,God is my peace,m/f,igbo
Chiazokam,/Chi-azọka-m/,unknown,God really saved me,igbo
Chiazo,/Chi-azọ/,unknown,f,igbo
Chiamanda,/Chi-aman-da/,God will never fail,f,igbo
Chianumuya,/Chi-anụ-m-ụya/,God has heard my grief,m/f,igbo
Chiamaka,/Chi-amaka/,God is so beautiful,f,igbo
Chiagozie,/Chi-agozie/,God has blessed (me),m/f,igbo
Chiadikobi,/Chi-adika-obi/,God has been so good to (my heart),m,igbo
Chiaghana,/Chi-aghana/,May God not leave (me) behind,m,igbo
Chi,/Chi/,The personal spirit believed by the Igbos to direct the fates of individuals.,m/f,igbo
Chetanna,/Chet-nna/,Remember the father,m,igbo
Chetachukwu,/Cheta-chukwu/,Remember God,m/f,igbo
Cheluchi,/Chelu-chi/,Wait upon God,f,igbo
Chekwube,/Chekwube/,Hope in.,m/f,igbo
Cheta,/Cheta/,Remember.,m/f,igbo
Cherechi,/Chere-chi/,Wait upon God,Wait upon God,igbo
Dilichi,/Dịlị-chi/,Live for God,m/f,igbo
Dimaka,/Dị-m-aka/,Be my helping hand.,m,igbo
Dike,/Dike/,A warrior. A Man of great strength,m,igbo
Dibia,/Dibia/,Diviner or medicine man,m,igbo
Daberechi,/Dabere-chi/,Lean on God,f,igbo
Diji,/Di-ji/,A master yam farmer,m,igbo
Dibor,/Di-ibọ/,A second husband,m,igbo
Birinachi,/Biri-na-Chi/,unknown,Dwell in God.,igbo
Dilibe,-,unknown,-,igbo
Beluolisa,/Belụ-Olisa/,Were it not for,m,igbo
Beluchi,/Belụ-chi/,Were it not for God.,m,igbo
Belonwu,/Belu-ọnwụ/,Were it not for death.,m,igbo
Gozie,/Gọzie/,Bless,m/f,igbo
Ginikachukwu,/Gịnị-ka-chukwu/,What is greater than God,f,igbo
Febechi,/Febe-chi/,Keep worshiping God,m/f,igbo
Ginika,/Gịnị-ka/,What is greater?,f,igbo
